record_type,unique_system_identifier,uls_file_number,ebf_number,call_sign,frequency_action_performed,location_number,antenna_number,class_station_code,op_altitude_code,frequency_assigned,frequency_upper_band,frequency_carrier,time_begin_operations,time_end_operations,power_output,power_erp,tolerance,frequency_ind,status,eirp,transmitter_make,transmitter_model,auto_transmitter_power_control,cnt_mobile_units,cnt_mob_pagers,freq_seq_id,status_code,status_date,date_first_used
FR,1915810,,,KIW419,,7,1,MO,,160.95000000,,,,,50.000,50.000,,,,,,,,50,,2,,,01/17/2013
FR,1915810,,,KIW419,,7,1,MO,,160.24500000,,,,,50.000,50.000,,,,,,,,50,,4,,,02/08/2017
FR,1915810,,,KIW419,,8,1,MO,,160.95000000,,,,,50.000,50.000,,,,,,,,50,,1,,,01/17/2013
FR,1915810,,,KIW419,,8,1,MO,,161.07000000,,,,,50.000,50.000,,,,,,,,50,,2,,,01/17/2013
FR,1915810,,,KIW419,,8,1,MO,,160.98000000,,,,,50.000,50.000,,,,,,,,50,,3,,,02/08/2017
FR,3376469,,,WQPG425,,7,1,FB8,,153.23000000,,,,,110.000,120.000,,,,,,,,1,,1,,,02/28/2013
FR,3376469,,,WQPG425,,7,1,FB2,,153.09500000,,,,,110.000,120.000,,,,,,,,1,,2,,,02/28/2013
FR,3376469,,,WQPG425,,7,1,FB2,,153.39500000,,,,,110.000,120.000,,,,,,,,1,,3,,,02/28/2013
FR,3376469,,,WQPG425,,8,1,MO8,,158.26500000,,,,,50.000,50.000,,,,,,,,1800,,1,,,02/28/2013
FR,3376469,,,WQPG425,,8,1,MO8,,157.48500000,,,,,50.000,50.000,,,,,,,,1800,,2,,,02/28/2013
FR,3376469,,,WQPG425,,8,1,MO,,158.16000000,,,,,50.000,50.000,,,,,,,,1800,,3,,,02/28/2013
FR,3376469,,,WQPG425,,8,1,MO,,158.32500000,,,,,50.000,50.000,,,,,,,,1800,,4,,,02/28/2013
FR,3376469,,,WQPG425,,9,1,FX1,,153.47000000,,,,,50.000,50.000,,,,,,,,1,,1,,,02/28/2013
FR,3376469,,,WQPG425,,9,1,FX1,,158.25000000,,,,,50.000,50.000,,,,,,,,1,,3,,,02/28/2013
FR,3376469,,,WQPG425,,9,1,FX1,,152.96750000,,,,,50.000,50.000,,,,,,,,1,,4,,,03/19/2014
FR,3376469,,,WQPG425,,10,1,FX1,,158.13000000,,,,,50.000,50.000,,,,,,,,1,,1,,,02/28/2013
FR,3376469,,,WQPG425,,10,1,FX1,,158.23500000,,,,,50.000,50.000,,,,,,,,1,,2,,,02/28/2013
FR,3376469,,,WQPG425,,10,1,FX1,,159.69000000,,,,,50.000,50.000,,,,,,,,1,,3,,,02/28/2013
FR,3376469,,,WQPG425,,11,1,FX1,,157.69500000,,,,,50.000,50.000,,,,,,,,1,,1,,,02/28/2013
FR,3376469,,,WQPG425,,11,1,FX1,,158.14500000,,,,,50.000,50.000,,,,,,,,1,,2,,,02/28/2013
FR,3352969,,,WQOW666,,5,1,FX1,,159.97500000,,,,,50.000,50.000,,,,,,,,1,,1,,,06/27/2013
FR,3352969,,,WQOW666,,5,1,FX1,,160.02000000,,,,,50.000,50.000,,,,,,,,1,,2,,,06/27/2013
FR,3352969,,,WQOW666,,5,1,FX1,,173.32500000,,,,,50.000,50.000,,,,,,,,1,,3,,,06/27/2013
FR,3352969,,,WQOW666,,6,1,FX1,,158.20500000,,,,,50.000,50.000,,,,,,,,1,,1,,,06/27/2013
FR,3352969,,,WQOW666,,6,1,FX1,,158.28000000,,,,,50.000,50.000,,,,,,,,1,,2,,,06/27/2013
FR,3352969,,,WQOW666,,6,1,FX1,,158.31000000,,,,,50.000,50.000,,,,,,,,1,,3,,,06/27/2013
FR,3352969,,,WQOW666,,6,1,FX1,,159.66000000,,,,,50.000,50.000,,,,,,,,1,,4,,,06/27/2013
FR,3524429,,,WQSL347,,1,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,10/24/2013
FR,3524429,,,WQSL347,,2,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,10/24/2013
FR,3524429,,,WQSL347,,3,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,10/24/2013
FR,3524429,,,WQSL347,,4,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,10/24/2013
FR,3524429,,,WQSL347,,5,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,10/24/2013
FR,3524429,,,WQSL347,,6,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,10/24/2013
FR,3524429,,,WQSL347,,7,1,MO,,160.78500000,,,,,30.000,30.000,,,,,,,,50,,1,,,10/24/2013
FR,3524429,,,WQSL347,,8,1,MO,,160.78500000,,,,,30.000,30.000,,,,,,,,50,,1,,,10/24/2013
FR,3524429,,,WQSL347,,9,1,MO,,160.78500000,,,,,30.000,30.000,,,,,,,,50,,1,,,10/24/2013
FR,3524429,,,WQSL347,,10,1,MO,,160.78500000,,,,,30.000,30.000,,,,,,,,50,,1,,,10/24/2013
FR,3524429,,,WQSL347,,11,1,MO,,160.78500000,,,,,30.000,30.000,,,,,,,,50,,1,,,10/24/2013
FR,3524429,,,WQSL347,,12,1,MO,,160.78500000,,,,,30.000,30.000,,,,,,,,50,,1,,,10/24/2013
FR,1916522,,,KNIC422,,4,1,FB,,160.23000000,,,,,10.000,10.000,,,,,,,,1,,1,,,11/13/2013
FR,1916522,,,KNIC422,,5,1,FB,,160.23000000,,,,,10.000,10.000,,,,,,,,1,,1,,,11/13/2013
FR,3697165,,,WQVS811,,1,1,FB2,,158.91750000,,,,,50.000,50.000,,,,,,,,1,,1,,,05/01/2015
FR,3762601,,,WQWW846,,1,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,12/11/2015
FR,3805057,,,WQXN615,,1,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,04/25/2016
FR,3805057,,,WQXN615,,2,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,04/25/2016
FR,1834768,,,KLG496,,1,2,FB,,160.99500000,,,,,35.000,70.000,,,,,,,,1,,1,,,12/08/2016
FR,1834768,,,KLG496,,1,2,FB,,161.00250000,,,,,35.000,70.000,,,,,,,,1,,2,,,12/08/2016
FR,1834768,,,KLG496,,1,2,FB,,161.01000000,,,,,35.000,70.000,,,,,,,,1,,3,,,12/08/2016
FR,1834768,,,KLG496,,7,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,12/08/2016
FR,1834768,,,KLG496,,8,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,12/08/2016
FR,1834768,,,KLG496,,9,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,12/08/2016
FR,1834768,,,KLG496,,10,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,12/08/2016
FR,1834768,,,KLG496,,11,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,12/08/2016
FR,1834768,,,KLG496,,12,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,12/08/2016
FR,1834768,,,KLG496,,3,2,FB,,160.54500000,,,,,35.000,80.000,,,,,,,,1,,1,,,01/27/2017
FR,1834768,,,KLG496,,3,2,FB,,160.87500000,,,,,35.000,70.000,,,,,,,,1,,2,,,01/27/2017
FR,1834768,,,KLG496,,3,2,FB,,160.96500000,,,,,35.000,70.000,,,,,,,,1,,3,,,01/27/2017
FR,1916055,,,KLM673,,1,3,FB,,160.98000000,,,,,50.000,150.000,,,,,,,,1,,1,,,02/06/2017
FR,1916055,,,KLM673,,1,3,FB,,160.62000000,,,,,50.000,150.000,,,,,,,,1,,2,,,02/06/2017
FR,1915810,,,KIW419,,4,3,FB,,160.24500000,,,,,25.000,45.000,,,,,,,,1,,1,,,02/08/2017
FR,1915810,,,KIW419,,4,3,FB,,160.95000000,,,,,25.000,45.000,,,,,,,,1,,2,,,02/08/2017
FR,1916684,,,KNNN858,,1,3,FB,,160.99500000,,,,,35.000,70.000,,,,,,,,1,,1,,,03/13/2017
FR,1916684,,,KNNN858,,1,3,FB,,161.00250000,,,,,35.000,70.000,,,,,,,,1,,2,,,03/13/2017
FR,1916684,,,KNNN858,,1,3,FB,,161.01000000,,,,,35.000,70.000,,,,,,,,1,,3,,,03/13/2017
FR,1916684,,,KNNN858,,5,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,03/13/2017
FR,1773746,,,KIU682,,6,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,08/24/2017
FR,1773746,,,KIU682,,7,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,08/24/2017
FR,1773746,,,KIU682,,8,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,08/24/2017
FR,1773746,,,KIU682,,9,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,08/24/2017
FR,1773746,,,KIU682,,10,1,MO,,160.78500000,,,,,35.000,35.000,,,,,,,,10,,1,,,08/24/2017
FR,3959030,,,WRAA608,,1,1,FB,,161.47500000,,,,,8.000,6.500,,,,,,,,1,,1,,,09/25/2017
FR,3959030,,,WRAA608,,2,1,FB,,161.47500000,,,,,8.000,6.500,,,,,,,,1,,1,,,09/25/2017
FR,3959030,,,WRAA608,,3,1,FB,,161.47500000,,,,,8.000,6.500,,,,,,,,1,,1,,,09/25/2017
FR,3959030,,,WRAA608,,4,1,FB,,161.47500000,,,,,8.000,6.500,,,,,,,,1,,1,,,09/25/2017
FR,3959030,,,WRAA608,,5,1,MO,,161.47500000,,,,,50.000,50.000,,,,,,,,40,,1,,,09/25/2017
FR,3959030,,,WRAA608,,6,1,MO,,161.47500000,,,,,50.000,50.000,,,,,,,,40,,1,,,09/25/2017
FR,3959030,,,WRAA608,,7,1,MO,,161.47500000,,,,,50.000,50.000,,,,,,,,40,,1,,,09/25/2017
FR,3959030,,,WRAA608,,8,1,MO,,161.47500000,,,,,50.000,50.000,,,,,,,,40,,1,,,09/25/2017
FR,3805057,,,WQXN615,,3,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,11/02/2017
FR,3805057,,,WQXN615,,4,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,11/02/2017
FR,3805057,,,WQXN615,,5,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,11/02/2017
FR,3805057,,,WQXN615,,6,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,11/02/2017
FR,3762601,,,WQWW846,,2,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,01/23/2018
FR,3762601,,,WQWW846,,3,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,01/23/2018
FR,3762601,,,WQWW846,,4,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,01/23/2018
FR,3762601,,,WQWW846,,5,1,FB,,160.78500000,,,,,5.000,10.000,,,,,,,,1,,1,,,06/11/2019
FR,4469469,,,WRNC349,,1,1,FA,HL,131.72500000,,,,,25.000,,,,,,,,,,,1,,,07/13/2021
FR,4469469,,,WRNC349,,1,1,FA,HL,136.97500000,,,,,25.000,,,,,,,,,,,2,,,07/13/2021
FR,4469469,,,WRNC349,,1,1,FA,HL,136.80000000,,,,,25.000,,,,,,,,,,,3,,,12/10/2021
